,sex,row_number,liters_drunk,age,drink,check_number,label
4969,1,46.0,1.0,11,Water,1650,1
4970,0,81.0,5.0,54,Fanta,2861,0
4971,1,51.0,3.0,21,Water,5719,0
4972,1,98.0,5.0,10,Water,9569,1
4973,1,62.0,0.0,26,Cola,8978,0
4974,0,86.0,2.4767078189300413,11,Cola,265,0
4975,0,46.0,5.0,58,Beerbeer,2844,1
4976,0,66.0,2.0,73,Fanta,5256,0
4977,0,30.0,2.4767078189300413,29,Cola,4891,1
4978,0,94.0,3.0,75,Water,3674,1
4979,0,41.0,4.0,77,Bugbeer,5876,1
4980,1,81.0,2.0,63,Water,6422,1
4981,0,29.0,4.0,10,Cola,2200,1
4982,0,64.0,2.0,21,Cola,4376,0
4983,1,76.0,3.0,55,Water,5993,0
4984,0,95.0,2.0,42,Fanta,1823,0
4985,1,44.0,5.0,51,Beerbeer,6474,1
4986,0,88.0,3.0,45,Water,1363,1
4987,1,57.0,1.0,61,Fanta,561,0
4988,0,37.0,5.0,74,Beerbeer,8635,1
4989,0,13.0,4.0,43,Beerbeer,766,1
4990,1,1.0,4.0,19,Fanta,7192,1
4991,0,27.0,4.0,49,Fanta,2149,1
4992,1,35.0,4.0,49,Beerbeer,6189,1
4993,1,18.0,4.0,23,Fanta,6802,0
4994,1,82.0,2.0,34,Fanta,2867,0
4995,0,30.0,1.0,22,Bugbeer,4639,1
4996,1,77.0,3.0,72,Strong beer,2196,0
4997,1,85.0,4.0,23,Cola,2446,1
4998,1,86.0,0.0,47,Cola,8969,1
4999,1,56.0,5.0,16,Cola,7411,1
5000,1,20.0,5.0,51,Strong beer,5049,0
5001,0,32.0,1.0,36,Bugbeer,7757,0
5002,1,74.0,1.0,44,Fanta,9602,0
5003,1,29.0,2.0,70,Cola,9389,1
5004,0,31.0,2.0,19,Water,7627,0
5005,0,71.0,3.0,35,Strong beer,1147,1
5006,1,98.0,4.0,15,Fanta,7572,1
5007,1,43.0,2.4767078189300413,48,Beerbeer,7427,1
5008,1,20.0,0.0,40,Bugbeer,9251,1
5009,1,46.0,3.0,29,Fanta,1955,1
5010,1,1.0,0.0,79,Beerbeer,5707,1
5011,1,51.0,4.0,65,Water,2306,1
5012,1,100.0,3.0,24,Bugbeer,786,0
5013,1,59.0,5.0,77,Strong beer,8114,0
5014,1,11.0,5.0,54,Water,9605,1
5015,1,77.0,4.0,15,Water,9917,1
5016,0,56.0,2.0,20,Cola,24,1
5017,0,15.0,4.0,27,Water,5522,0
5018,1,48.0,3.0,26,Cola,9224,0
5019,0,7.0,5.0,27,Cola,1335,0
5020,1,82.0,0.0,52,Water,9721,1
5021,0,34.0,0.0,29,Fanta,7816,1
5022,1,98.0,5.0,19,Fanta,1555,1
5023,0,13.0,2.4767078189300413,26,Beerbeer,8237,0
5024,0,39.0,5.0,29,Water,4524,1
5025,0,96.0,2.0,59,Bugbeer,9216,0
5026,1,54.0,2.0,25,Water,5602,0
5027,1,85.0,4.0,26,Water,9215,1
5028,1,98.0,2.4767078189300413,33,Cola,9676,1
5029,1,88.0,5.0,71,Bugbeer,38,0
5030,0,7.0,0.0,20,Water,5001,0
5031,0,43.0,3.0,48,Water,1885,1
5032,1,19.0,1.0,32,Cola,5591,1
5033,0,62.0,1.0,52,Beerbeer,1770,0
5034,0,67.0,5.0,47,Bugbeer,1013,1
5035,1,33.0,1.0,59,Beerbeer,9638,0
5036,0,97.0,4.0,43,Cola,6468,1
5037,0,52.0,3.0,36,Beerbeer,2923,0
5038,0,100.0,4.0,44,Fanta,7038,1
5039,1,98.0,3.0,65,Water,8993,0
5040,0,89.0,2.0,72,Water,6495,1
5041,1,84.0,2.4767078189300413,45,Beerbeer,5426,0
5042,0,30.0,2.0,39,Bugbeer,795,1
5043,1,74.0,0.0,69,Beerbeer,7977,1
5044,1,44.0,4.0,20,Cola,2043,0
5045,0,61.0,1.0,37,Bugbeer,192,0
5046,0,25.0,5.0,75,Strong beer,9733,0
5047,0,89.0,0.0,13,Water,4537,1
5048,1,96.0,5.0,34,Beerbeer,9948,1
5049,0,6.0,1.0,42,Bugbeer,1342,1
5050,1,70.0,4.0,37,Water,2070,0
5051,1,16.0,4.0,35,Strong beer,6366,1
5052,0,25.0,1.0,17,Cola,9276,1
5053,1,37.0,0.0,66,Water,2789,1
5054,1,53.0,4.0,34,Water,7721,1
5055,0,79.0,2.0,73,Water,3206,1
5056,1,94.0,1.0,28,Beerbeer,9159,1
5057,1,56.0,5.0,34,Water,1084,1
5058,1,95.0,1.0,44,Fanta,5977,0
5059,0,91.0,1.0,17,Water,6068,1
5060,1,75.0,3.0,47,Water,9944,0
5061,0,86.0,5.0,66,Water,2078,1
5062,0,59.0,0.0,56,Cola,6619,1
5063,1,77.0,4.0,68,Cola,8995,0
5064,0,48.0,1.0,80,Cola,2417,1
5065,1,85.0,3.0,44,Fanta,4679,0
5066,1,70.0,3.0,31,Bugbeer,2627,1
5067,0,96.0,2.0,38,Beerbeer,7711,1
5068,1,51.0,2.0,76,Beerbeer,2658,1
5069,0,70.0,5.0,59,Bugbeer,5755,0
5070,0,10.0,2.0,73,Fanta,8543,1
5071,0,75.0,1.0,64,Strong beer,7269,1
5072,1,84.0,2.0,46,Beerbeer,816,1
5073,0,59.0,5.0,22,Water,4603,0
5074,1,9.0,4.0,24,Cola,7813,0
5075,1,65.0,4.0,38,Water,5908,1
5076,1,78.0,2.0,25,Strong beer,2470,0
5077,1,52.0,3.0,32,Strong beer,6210,1
5078,0,94.0,0.0,80,Bugbeer,3566,0
5079,0,61.0,0.0,59,Fanta,221,0
5080,1,86.0,5.0,18,Cola,1314,0
5081,0,60.0,5.0,63,Bugbeer,4165,1
5082,0,57.0,3.0,75,Fanta,4252,1
5083,1,28.0,0.0,19,Water,2159,1
5084,0,73.0,3.0,27,Bugbeer,3151,1
5085,0,12.0,3.0,57,Fanta,8495,1
5086,1,20.0,2.4767078189300413,49,Water,3449,0
5087,1,81.0,2.0,28,Bugbeer,2201,0
5088,0,15.0,0.0,70,Beerbeer,2807,1
5089,0,14.0,4.0,41,Fanta,7998,0
5090,1,84.0,5.0,19,Water,6362,1
5091,0,100.0,3.0,44,Water,2423,0
5092,0,34.0,2.0,21,Fanta,7628,0
5093,1,46.0,4.0,51,Cola,8910,1
5094,0,22.0,1.0,44,Cola,3085,1
5095,1,5.0,3.0,12,Fanta,777,1
5096,0,57.0,5.0,32,Cola,3429,1
5097,1,83.0,5.0,43,Bugbeer,7693,1
5098,0,92.0,4.0,18,Cola,4105,1
5099,1,70.0,0.0,23,Beerbeer,3236,0
5100,1,32.0,2.0,33,Bugbeer,2117,0
5101,1,16.0,2.0,62,Cola,6181,1
5102,0,88.0,2.0,45,Bugbeer,6383,1
5103,0,97.0,0.0,43,Fanta,3024,1
5104,1,15.0,2.0,17,Fanta,4973,0
5105,0,100.0,1.0,24,Bugbeer,3299,1
5106,0,19.0,1.0,72,Beerbeer,2173,0
5107,0,59.0,2.4767078189300413,44,Strong beer,8175,1
5108,0,10.0,2.4767078189300413,73,Strong beer,1556,0
5109,0,51.0,1.0,50,Beerbeer,494,1
5110,1,8.0,4.0,59,Water,3118,0
5111,1,13.0,5.0,73,Fanta,541,0
5112,1,6.0,5.0,18,Cola,6858,1
5113,1,64.0,0.0,69,Bugbeer,3398,1
5114,0,40.0,1.0,40,Beerbeer,843,1
5115,1,90.0,1.0,23,Bugbeer,4674,0
5116,1,2.0,2.0,74,Beerbeer,7113,1
5117,1,8.0,2.4767078189300413,10,Cola,7434,1
5118,0,20.0,3.0,58,Strong beer,4779,1
5119,0,82.0,4.0,64,Bugbeer,4414,1
5120,1,99.0,3.0,80,Fanta,3998,1
5121,1,86.0,5.0,56,Strong beer,8913,1
5122,0,7.0,2.0,18,Fanta,2610,1
5123,0,41.0,2.0,45,Bugbeer,1985,1
5124,0,28.0,2.4767078189300413,48,Fanta,9189,0
5125,0,84.0,4.0,36,Water,4772,0
5126,1,100.0,3.0,32,Fanta,3811,0
5127,1,66.0,3.0,51,Beerbeer,9280,1
5128,1,74.0,5.0,40,Bugbeer,8775,1
5129,1,61.0,1.0,63,Strong beer,6574,0
5130,0,76.0,0.0,71,Fanta,4415,0
5131,0,3.0,5.0,34,Cola,4261,0
5132,1,44.0,5.0,24,Fanta,2014,1
5133,1,2.0,4.0,49,Strong beer,916,1
5134,1,29.0,3.0,48,Beerbeer,7641,1
5135,1,10.0,2.0,50,Strong beer,2222,0
5136,1,80.0,4.0,22,Beerbeer,7730,1
5137,0,10.0,2.0,49,Strong beer,1819,1
5138,1,58.0,4.0,73,Fanta,5509,1
5139,1,87.0,5.0,46,Cola,4370,1
5140,1,62.0,3.0,15,Cola,1298,0
5141,0,8.0,4.0,74,Strong beer,6503,1
5142,1,57.0,3.0,26,Water,9986,0
5143,1,13.0,1.0,43,Fanta,8289,1
5144,1,92.0,2.0,27,Beerbeer,8853,0
5145,0,50.0,4.0,71,Cola,7225,1
5146,0,93.0,3.0,57,Water,8207,0
5147,1,86.0,0.0,37,Beerbeer,8368,1
5148,1,88.0,1.0,65,Cola,6535,1
5149,0,7.0,3.0,24,Fanta,7525,1
5150,0,15.0,2.0,65,Water,2761,0
5151,0,64.0,1.0,41,Cola,2059,0
5152,1,54.0,5.0,80,Fanta,6222,1
5153,0,54.0,2.0,70,Beerbeer,5996,0
5154,0,41.0,4.0,36,Water,3612,1
5155,0,32.0,5.0,15,Cola,1278,1
5156,0,49.0,2.4767078189300413,65,Cola,6249,1
5157,1,57.0,1.0,51,Water,6315,1
5158,0,98.0,3.0,63,Strong beer,6934,1
5159,0,54.0,0.0,47,Strong beer,1037,1
5160,1,77.0,3.0,53,Cola,8450,0
5161,0,39.0,1.0,65,Cola,1473,1
5162,1,15.0,3.0,52,Cola,2502,1
5163,0,68.0,1.0,80,Cola,1572,0
5164,0,81.0,4.0,41,Strong beer,4298,1
5165,0,52.0,5.0,37,Bugbeer,6877,1
5166,1,70.0,3.0,23,Water,2390,1
5167,1,57.0,2.0,47,Cola,5042,1
5168,0,44.0,0.0,50,Bugbeer,1136,0
5169,1,27.0,0.0,41,Water,8809,0
5170,0,72.0,5.0,71,Cola,9420,1
5171,0,51.0,3.0,19,Fanta,1346,1
5172,1,89.0,0.0,31,Cola,9547,0
5173,0,51.0,2.0,32,Beerbeer,5276,1
5174,0,26.0,3.0,39,Beerbeer,2412,1
5175,1,22.0,2.0,77,Bugbeer,6302,0
5176,1,50.0,5.0,72,Water,897,0
5177,0,21.0,3.0,78,Bugbeer,2617,0
5178,0,89.0,4.0,34,Bugbeer,126,1
5179,1,100.0,2.4767078189300413,60,Cola,9054,1
5180,1,99.0,4.0,26,Cola,5495,1
5181,1,1.0,4.0,79,Strong beer,2418,0
5182,0,1.0,2.4767078189300413,47,Beerbeer,2505,1
5183,0,6.0,2.4767078189300413,51,Strong beer,1840,1
5184,1,94.0,4.0,45,Water,8665,1
5185,0,87.0,3.0,58,Water,7672,1
5186,0,5.0,3.0,79,Strong beer,5643,1
5187,0,55.0,0.0,76,Fanta,8776,0
5188,1,80.0,2.4767078189300413,22,Fanta,4925,1
5189,1,89.0,0.0,55,Fanta,2876,1
5190,0,26.0,0.0,10,Fanta,5048,1
5191,0,54.0,0.0,35,Cola,7155,1
5192,0,8.0,3.0,20,Water,4916,1
5193,1,39.0,2.4767078189300413,48,Strong beer,4149,1
5194,0,25.0,2.0,52,Bugbeer,6618,0
5195,1,69.0,2.4767078189300413,64,Water,2438,0
5196,1,19.0,4.0,70,Strong beer,1270,0
5197,1,31.0,2.4767078189300413,70,Bugbeer,2214,0
5198,1,63.0,5.0,19,Water,6214,0
5199,1,25.0,2.0,68,Water,4398,1
5200,0,19.0,3.0,18,Water,3853,1
5201,1,15.0,4.0,48,Cola,4522,1
5202,0,78.0,3.0,38,Beerbeer,5043,1
5203,0,96.0,1.0,77,Water,7918,0
5204,1,14.0,0.0,33,Beerbeer,5361,1
5205,0,38.0,5.0,47,Cola,7317,1
5206,1,100.0,4.0,22,Fanta,3169,1
5207,1,18.0,1.0,50,Beerbeer,5910,0
5208,1,3.0,0.0,36,Fanta,9868,0
5209,0,46.0,2.0,64,Strong beer,7617,1
5210,0,20.0,2.4767078189300413,67,Bugbeer,7286,1
5211,0,77.0,0.0,68,Fanta,5032,1
5212,0,61.0,0.0,37,Bugbeer,6257,0
5213,1,3.0,5.0,63,Fanta,3829,1
5214,0,59.0,2.4767078189300413,39,Strong beer,8848,1
5215,0,93.0,3.0,53,Bugbeer,8042,0
5216,1,57.0,2.0,75,Bugbeer,1198,0
5217,1,62.0,0.0,29,Cola,6958,1
5218,1,91.0,4.0,72,Cola,1820,1
5219,0,37.0,5.0,44,Strong beer,4001,1
5220,0,36.0,5.0,25,Water,1124,1
5221,0,84.0,1.0,69,Cola,7724,1
5222,0,53.0,2.0,22,Strong beer,5106,1
5223,1,100.0,0.0,54,Bugbeer,3753,0
5224,1,11.0,4.0,55,Bugbeer,4865,0
5225,0,79.0,1.0,79,Water,5387,1
5226,1,23.0,5.0,54,Fanta,6416,0
5227,0,14.0,4.0,73,Water,5606,0
5228,1,55.0,1.0,69,Beerbeer,2983,0
5229,0,20.0,3.0,77,Bugbeer,3485,1
5230,0,78.0,3.0,33,Water,8137,0
5231,1,36.0,2.0,78,Bugbeer,5692,0
5232,0,99.0,1.0,37,Beerbeer,1422,0
5233,1,72.0,4.0,46,Bugbeer,5773,1
5234,1,12.0,2.0,24,Bugbeer,6522,1
5235,1,9.0,3.0,58,Fanta,4506,0
5236,0,1.0,2.0,16,Fanta,9099,0
5237,1,11.0,2.4767078189300413,23,Cola,3100,0
5238,0,52.0,5.0,23,Cola,1951,0
5239,1,33.0,0.0,31,Cola,4014,1
5240,1,81.0,0.0,51,Beerbeer,4465,1
5241,1,94.0,0.0,44,Cola,5779,1
5242,0,47.0,5.0,52,Strong beer,3956,1
5243,1,46.0,3.0,80,Cola,2192,1
5244,0,87.0,2.0,56,Bugbeer,3914,1
5245,0,27.0,4.0,33,Bugbeer,963,1
5246,1,100.0,1.0,33,Water,6062,1
5247,1,87.0,1.0,28,Beerbeer,6409,0
5248,1,13.0,2.0,24,Beerbeer,3079,0
5249,0,44.0,0.0,30,Beerbeer,1761,0
5250,1,59.0,4.0,17,Cola,7893,0
5251,1,84.0,2.0,76,Water,5888,1
5252,1,57.0,5.0,72,Strong beer,7782,1
5253,1,58.0,2.0,42,Fanta,8186,0
5254,1,78.0,5.0,17,Fanta,5070,1
5255,0,37.0,5.0,26,Cola,5467,0
5256,0,17.0,0.0,41,Strong beer,8864,0
5257,1,100.0,5.0,68,Water,5760,1
5258,0,84.0,5.0,66,Strong beer,2643,1
5259,1,67.0,1.0,71,Cola,6572,0
5260,1,100.0,4.0,49,Strong beer,6385,1
5261,1,80.0,3.0,38,Bugbeer,3027,0
5262,0,80.0,2.4767078189300413,17,Fanta,441,0
5263,1,18.0,4.0,49,Bugbeer,8127,1
5264,1,11.0,1.0,35,Water,89,0
5265,0,34.0,2.0,48,Beerbeer,1807,1
5266,1,32.0,0.0,53,Bugbeer,1941,0
5267,0,86.0,5.0,35,Fanta,5236,1
5268,0,43.0,3.0,23,Beerbeer,1085,1
5269,1,29.0,0.0,57,Fanta,7296,1
5270,1,15.0,0.0,15,Water,7505,1
5271,0,25.0,0.0,75,Strong beer,8952,0
5272,0,20.0,2.0,31,Bugbeer,363,1
5273,0,62.0,5.0,79,Strong beer,33,0
5274,1,14.0,3.0,37,Cola,8673,0
5275,1,73.0,2.0,22,Beerbeer,1930,0
5276,1,36.0,3.0,42,Water,5982,1
5277,1,87.0,3.0,69,Beerbeer,400,0
5278,0,12.0,0.0,15,Fanta,6790,1
5279,0,37.0,1.0,27,Fanta,3621,0
5280,1,33.0,2.0,69,Water,9692,0
5281,0,17.0,4.0,11,Cola,7578,1
5282,1,51.0,5.0,69,Fanta,6890,0
5283,0,9.0,0.0,56,Water,6932,0
5284,1,100.0,3.0,53,Fanta,2672,1
5285,0,67.0,2.0,72,Fanta,1604,0
5286,0,86.0,0.0,64,Fanta,6980,0
5287,0,80.0,3.0,77,Cola,9515,1
5288,1,54.0,1.0,67,Fanta,7684,0
5289,1,92.0,1.0,37,Fanta,9491,1
5290,1,74.0,1.0,30,Fanta,8254,0
5291,0,76.0,5.0,53,Bugbeer,4431,0
5292,1,57.0,0.0,22,Water,3866,0
5293,0,52.0,4.0,34,Cola,159,0
5294,0,81.0,2.4767078189300413,51,Bugbeer,4070,1
5295,1,34.0,0.0,59,Fanta,4550,1
5296,0,77.0,4.0,77,Fanta,9400,1
5297,1,49.0,5.0,57,Beerbeer,8221,0
5298,0,92.0,2.4767078189300413,36,Bugbeer,9081,0
5299,0,82.0,5.0,34,Fanta,2613,0
5300,1,91.0,2.0,13,Fanta,1880,1
5301,1,10.0,3.0,10,Cola,9648,1
5302,1,46.0,3.0,37,Beerbeer,8954,1
5303,1,10.0,3.0,75,Strong beer,6320,1
5304,1,90.0,5.0,32,Cola,3724,1
5305,1,95.0,2.0,29,Beerbeer,4429,1
5306,1,8.0,1.0,60,Cola,343,1
5307,0,95.0,1.0,41,Beerbeer,8807,0
5308,1,92.0,2.0,40,Fanta,3018,1
5309,1,47.0,0.0,48,Bugbeer,8162,1
5310,1,71.0,2.0,19,Fanta,4505,0
5311,1,25.0,1.0,45,Water,7719,1
5312,1,12.0,1.0,48,Water,3039,1
5313,0,20.0,2.0,30,Bugbeer,2387,0
5314,0,12.0,3.0,49,Cola,8825,0
5315,0,82.0,2.4767078189300413,43,Beerbeer,9306,0
5316,0,61.0,5.0,43,Bugbeer,155,1
5317,0,11.0,1.0,17,Water,3309,1
5318,1,19.0,4.0,39,Strong beer,2904,1
5319,1,77.0,4.0,64,Strong beer,7305,0
5320,0,31.0,1.0,37,Cola,6388,1
5321,0,92.0,0.0,71,Cola,3676,1
5322,0,55.0,2.4767078189300413,14,Cola,5836,1
5323,1,61.0,1.0,30,Strong beer,4615,0
5324,0,100.0,5.0,46,Bugbeer,7780,1
5325,0,4.0,0.0,71,Strong beer,2183,0
5326,1,100.0,2.0,54,Fanta,2000,1
5327,0,23.0,3.0,39,Beerbeer,7084,0
5328,1,79.0,4.0,44,Water,6550,1
5329,0,11.0,1.0,22,Cola,7123,0
5330,1,24.0,4.0,26,Strong beer,8850,1
5331,0,97.0,1.0,73,Water,7276,0
5332,0,100.0,2.0,66,Bugbeer,5983,0
5333,1,2.0,3.0,29,Cola,1048,1
5334,0,100.0,5.0,37,Strong beer,1011,1
5335,0,72.0,5.0,30,Fanta,517,0
5336,1,90.0,2.0,68,Strong beer,9727,1
5337,0,62.0,0.0,54,Fanta,9967,1
5338,0,19.0,3.0,78,Beerbeer,2430,1
5339,1,11.0,2.0,70,Cola,8513,1
5340,1,45.0,1.0,35,Water,8610,1
5341,0,35.0,5.0,24,Strong beer,5366,1
5342,0,89.0,3.0,10,Cola,2758,1
5343,0,13.0,2.0,61,Bugbeer,3464,1
5344,0,77.0,4.0,74,Water,8835,0
5345,1,89.0,1.0,55,Strong beer,7963,1
5346,0,48.0,2.4767078189300413,75,Strong beer,6927,1
5347,0,15.0,3.0,76,Beerbeer,2069,0
5348,1,96.0,2.0,60,Strong beer,2120,1
5349,1,49.0,5.0,44,Strong beer,8727,1
5350,0,23.0,3.0,51,Beerbeer,4054,0
5351,1,99.0,5.0,30,Bugbeer,8770,1
5352,0,32.0,0.0,29,Strong beer,3801,1
5353,0,99.0,2.0,65,Cola,3895,0
5354,0,41.0,4.0,74,Fanta,2353,0
5355,1,52.0,3.0,57,Fanta,3768,0
5356,0,97.0,2.4767078189300413,74,Beerbeer,3438,0
5357,0,67.0,2.0,17,Water,6419,0
5358,0,1.0,4.0,20,Water,8710,0
5359,0,4.0,0.0,41,Bugbeer,9220,1
5360,1,80.0,3.0,71,Beerbeer,8040,1
5361,1,8.0,0.0,74,Strong beer,7784,0
5362,1,47.0,2.4767078189300413,71,Strong beer,4463,1
5363,1,53.0,5.0,44,Water,5434,1
5364,0,16.0,3.0,18,Water,1539,0
5365,0,88.0,4.0,43,Fanta,9882,1
5366,1,48.0,2.0,39,Fanta,6089,0
5367,0,95.0,3.0,74,Beerbeer,3575,0
5368,1,13.0,0.0,73,Bugbeer,7531,1
5369,1,4.0,3.0,17,Cola,2736,1
5370,0,91.0,3.0,63,Water,651,1
5371,0,54.0,2.0,17,Fanta,3410,1
5372,1,94.0,2.4767078189300413,70,Beerbeer,7662,0
5373,1,91.0,2.4767078189300413,58,Water,2864,1
5374,1,40.0,4.0,69,Cola,9872,0
5375,1,3.0,2.4767078189300413,34,Strong beer,1613,1
5376,1,50.0,5.0,51,Cola,1792,1
5377,1,14.0,2.0,62,Beerbeer,72,1
5378,1,85.0,1.0,42,Cola,8043,1
5379,0,62.0,2.4767078189300413,19,Cola,8052,1
5380,0,85.0,4.0,43,Fanta,7275,1
5381,1,30.0,5.0,69,Beerbeer,6555,0
5382,1,77.0,1.0,38,Fanta,6620,1
5383,1,74.0,2.4767078189300413,15,Water,931,1
5384,1,24.0,0.0,33,Fanta,1455,0
5385,0,30.0,5.0,24,Fanta,2013,0
5386,1,34.0,0.0,38,Fanta,1903,1
5387,0,50.0,0.0,21,Fanta,165,0
5388,1,28.0,0.0,59,Water,832,1
5389,1,42.0,2.0,72,Fanta,7152,1
5390,1,84.0,0.0,71,Strong beer,4688,1
5391,1,24.0,5.0,16,Water,6348,1
5392,0,32.0,0.0,80,Beerbeer,1492,1
5393,0,100.0,3.0,69,Beerbeer,7503,1
5394,1,27.0,3.0,38,Water,8755,1
5395,1,30.0,4.0,29,Strong beer,8571,1
5396,0,44.0,5.0,38,Strong beer,5315,1
5397,0,79.0,0.0,45,Bugbeer,4485,1
5398,0,52.0,2.4767078189300413,57,Beerbeer,3200,0
5399,0,81.0,0.0,63,Fanta,8511,1
5400,0,3.0,2.4767078189300413,47,Cola,546,1
5401,1,44.0,3.0,45,Bugbeer,1252,1
5402,0,85.0,4.0,33,Cola,1610,1
5403,0,91.0,4.0,44,Bugbeer,7083,1
5404,0,43.0,0.0,38,Beerbeer,8429,0
5405,0,6.0,3.0,40,Strong beer,1641,0
5406,1,44.0,0.0,12,Cola,9747,0
5407,1,82.0,2.0,22,Strong beer,1852,0
5408,0,59.0,3.0,73,Bugbeer,2389,1
5409,0,58.0,3.0,65,Fanta,5431,1
5410,0,54.0,2.4767078189300413,36,Cola,5695,0
5411,0,92.0,4.0,71,Cola,1322,0
5412,0,27.0,3.0,37,Cola,4813,0
5413,1,61.0,5.0,52,Water,183,0
5414,0,44.0,0.0,10,Fanta,6081,1
5415,0,91.0,3.0,59,Strong beer,2005,1
5416,1,79.0,4.0,65,Water,1353,0
5417,0,33.0,2.0,67,Water,6710,1
5418,1,8.0,4.0,55,Beerbeer,3904,1
5419,0,66.0,4.0,40,Water,4136,0
5420,0,57.0,1.0,45,Beerbeer,464,1
5421,0,98.0,2.4767078189300413,64,Bugbeer,4776,0
5422,0,47.0,2.0,73,Water,1519,0
5423,1,87.0,2.0,75,Cola,1779,1
5424,1,92.0,5.0,50,Cola,8303,1
5425,1,60.0,3.0,24,Fanta,3141,1
5426,0,29.0,3.0,33,Beerbeer,5553,1
5427,0,97.0,2.0,73,Water,257,0
5428,0,67.0,3.0,74,Bugbeer,7080,1
5429,0,93.0,3.0,38,Cola,8507,1
5430,0,7.0,0.0,45,Strong beer,2770,0
5431,1,87.0,3.0,59,Strong beer,9155,1
5432,1,36.0,3.0,47,Bugbeer,4592,1
5433,0,91.0,2.0,80,Cola,3992,1
5434,1,64.0,4.0,59,Cola,7288,1
5435,1,33.0,0.0,17,Cola,6549,1
5436,0,49.0,4.0,80,Bugbeer,9546,1
5437,1,67.0,5.0,10,Fanta,9808,1
5438,0,22.0,1.0,10,Water,7026,1
5439,1,100.0,0.0,76,Beerbeer,3125,1
5440,0,88.0,0.0,13,Water,8201,0
5441,0,17.0,3.0,68,Beerbeer,8528,0
5442,1,81.0,4.0,77,Water,5114,0
5443,1,21.0,0.0,57,Fanta,995,0
5444,0,23.0,5.0,37,Water,5353,1
5445,0,73.0,0.0,45,Beerbeer,5671,1
5446,1,18.0,3.0,62,Bugbeer,5229,1
5447,0,60.0,0.0,47,Strong beer,2247,1
5448,1,98.0,5.0,68,Cola,3810,1
5449,0,13.0,2.0,50,Bugbeer,2915,0
5450,0,25.0,2.0,42,Strong beer,4763,1
5451,1,99.0,1.0,33,Beerbeer,837,0
5452,0,33.0,2.0,24,Strong beer,2472,1
5453,1,81.0,1.0,31,Strong beer,824,0
5454,0,51.0,5.0,15,Cola,4621,1
5455,0,40.0,5.0,54,Strong beer,9106,0
5456,0,31.0,2.4767078189300413,12,Cola,321,1
5457,0,29.0,4.0,64,Water,371,0
5458,0,95.0,2.0,76,Cola,8677,1
5459,1,64.0,0.0,41,Cola,6683,1
5460,1,4.0,3.0,44,Cola,7168,1
5461,1,67.0,4.0,66,Cola,238,1
5462,1,43.0,4.0,56,Beerbeer,2280,0
5463,1,39.0,2.0,40,Strong beer,4129,1
5464,1,73.0,0.0,44,Bugbeer,5870,1
5465,1,70.0,5.0,20,Water,1762,0
5466,1,50.0,4.0,65,Bugbeer,812,0
5467,1,52.0,2.4767078189300413,14,Cola,2181,1
5468,1,28.0,4.0,45,Fanta,4332,1
5469,1,17.0,1.0,11,Water,5717,0
5470,1,34.0,1.0,70,Water,3008,1
5471,1,85.0,2.0,68,Cola,4867,0
5472,0,53.0,4.0,28,Water,8139,1
5473,1,45.0,0.0,56,Cola,329,1
5474,0,18.0,1.0,63,Cola,4276,0
5475,1,86.0,2.0,46,Cola,1859,1
5476,1,78.0,2.0,76,Strong beer,3074,0
5477,1,92.0,2.4767078189300413,64,Bugbeer,9989,0
5478,1,39.0,5.0,11,Water,409,1
5479,0,65.0,4.0,68,Cola,6759,1
5480,0,85.0,2.0,52,Fanta,1917,0
5481,1,22.0,5.0,37,Cola,3521,1
5482,1,14.0,2.0,80,Bugbeer,2125,0
5483,1,62.0,4.0,48,Cola,5169,1
5484,0,33.0,3.0,16,Fanta,9104,1
5485,0,19.0,5.0,58,Bugbeer,1697,1
5486,1,100.0,3.0,78,Strong beer,7849,0
5487,1,6.0,2.0,55,Water,7183,0
5488,0,53.0,3.0,32,Beerbeer,1177,1
5489,1,32.0,4.0,12,Cola,6102,0
5490,1,52.0,2.4767078189300413,14,Fanta,3783,1
5491,1,35.0,4.0,73,Fanta,910,1
5492,1,1.0,2.0,58,Water,5102,0
5493,0,15.0,0.0,46,Strong beer,7297,0
5494,1,45.0,3.0,15,Fanta,1907,0
5495,1,44.0,0.0,35,Fanta,6783,0
5496,0,50.0,0.0,37,Beerbeer,9495,1
5497,0,89.0,3.0,44,Beerbeer,1709,1
5498,0,14.0,5.0,75,Cola,6562,1
5499,0,95.0,5.0,63,Strong beer,9111,0
5500,0,39.0,2.0,24,Fanta,378,1
5501,1,27.0,3.0,54,Cola,5109,0
5502,1,70.0,2.0,41,Cola,2241,0
5503,0,78.0,3.0,42,Bugbeer,9441,1
5504,0,16.0,3.0,19,Water,6589,0
5505,0,70.0,0.0,73,Bugbeer,8822,0
5506,0,74.0,0.0,50,Cola,3736,0
5507,0,99.0,1.0,69,Cola,1014,1
5508,0,100.0,3.0,49,Strong beer,9001,1
5509,0,93.0,2.4767078189300413,49,Bugbeer,4107,1
5510,0,26.0,5.0,29,Bugbeer,1938,1
5511,1,64.0,2.4767078189300413,41,Water,5765,1
5512,1,85.0,1.0,40,Strong beer,148,0
5513,0,78.0,4.0,62,Bugbeer,1247,0
5514,1,92.0,0.0,18,Water,49,1
5515,1,91.0,3.0,14,Cola,3129,0
5516,1,40.0,2.0,62,Strong beer,3105,0
5517,1,11.0,1.0,18,Water,5759,1
